l [m],Ethane,Ethylene,Hydrogen,Propane,Propene,FLMOL [kgmol/hr],t [s],T [K]
6.639999999999903,0.4827606645421383,0.15893896456561568,0.197875463615307,0.12148840822724767,0.038936499049691244,1.246689204281377,0.43372167355389096,1040.873155987037
6.649999999999903,0.48271185668764194,0.1589632642420072,0.19790609883793805,0.121475945636482,0.03894283459593073,1.246736820403716,0.43437666079877413,1040.8261127605538
6.659999999999902,0.482663130914784,0.15898752298933325,0.19793668261985303,0.12146350384551004,0.0389491596305197,1.2467843602003807,0.43503165263599025,1040.779143966257
6.669999999999902,0.4826144869624881,0.15901174093788298,0.1979672151245357,0.12145108278844062,0.03895547418665259,1.246831823907643,0.43568664906111276,1040.7322493753034
6.679999999999902,0.48256592457089775,0.1590359182173368,0.19799769651470647,0.12143868239968954,0.03896177829736953,1.2468792117606913,0.4363416500697241,1040.6854287598935
6.689999999999902,0.4825174434813685,0.15906005495676967,0.19802812695232702,0.12142630261397772,0.03896807199555724,1.2469265239936376,0.4369966556574155,1040.6386818932656
6.699999999999902,0.4824690434364607,0.15908415128465495,0.1980585065986051,0.12141394336632928,0.038974355313950035,1.2469737608395244,0.43765166581978726,1040.5920085496891
6.709999999999901,0.48242072417993215,0.1591082073288682,0.19808883561399906,0.12140160459206979,0.0389806282851307,1.2470209225303301,0.4383066805524484,1040.545408504459
6.719999999999901,0.48237248545673084,0.15913222321669088,0.19811911415822253,0.12138928622682434,0.03898689094153149,1.2470680092969773,0.43896169985101696,1040.498881533889
6.729999999999901,0.4823243270129871,0.15915619907481363,0.19814934239024873,0.12137698820651564,0.038993143315434936,1.2471150213693374,0.43961672371111965,1040.4524274153061
6.739999999999901,0.4822762485960071,0.15918013502934034,0.19817952046831536,0.12136471046736239,0.038999385438974875,1.2471619589762382,0.44027175212839204,1040.4060459270436
6.7499999999999005,0.4822282499542651,0.1592040312057914,0.19820964854992876,0.12135245294587729,0.03900561734413726,1.2472088223454687,0.44092678509847844,1040.3597368484361
