l [m];Ethane;Ethylene;Hydrogen;Propane;Propene;FLMOL [kgmol/hr];t [s];T [K]
9.53;0.471564357;0.164507459;0.20491023;0.118615184;0.04040277;1.257719615;0.623331405;1029.671308
9.54;0.471531757;0.16452368;0.204930704;0.118606835;0.040407024;1.257752004;0.623987712;1029.639149
9.55;0.471499195;0.164539881;0.204951155;0.118598495;0.040411274;1.257784356;0.624644023;1029.607026
9.56;0.471466672;0.164556063;0.204971581;0.118590166;0.040415518;1.257816672;0.625300337;1029.574938
9.57;0.471434186;0.164572227;0.204991984;0.118581846;0.040419757;1.257848952;0.625956656;1029.542885
9.58;0.471401738;0.164588371;0.205012363;0.118573536;0.040423992;1.257881197;0.626612977;1029.510868
9.59;0.471369328;0.164604497;0.205032718;0.118565235;0.040428221;1.257913405;0.627269302;1029.478886
9.6;0.471336956;0.164620604;0.20505305;0.118556944;0.040432446;1.257945577;0.627925631;1029.446939
9.61;0.471304622;0.164636692;0.205073358;0.118548663;0.040436666;1.257977714;0.628581964;1029.415027
9.62;0.471272325;0.164652761;0.205093642;0.118540391;0.040440881;1.258009815;0.6292383;1029.38315
9.63;0.471240066;0.164668812;0.205113903;0.118532128;0.040445091;1.25804188;0.629894639;1029.351308
9.64;0.471207844;0.164684844;0.20513414;0.118523875;0.040449297;1.25807391;0.630550983;1029.3195
9.65;0.47117566;0.164700857;0.205154354;0.118515632;0.040453497;1.258105904;0.631207329;1029.287728
9.66;0.471143513;0.164716852;0.205174544;0.118507398;0.040457693;1.258137863;0.63186368;1029.25599
9.67;0.471111403;0.164732828;0.205194712;0.118499174;0.040461884;1.258169786;0.632520034;1029.224287
9.68;0.47107933;0.164748785;0.205214855;0.118490959;0.04046607;1.258201675;0.633176391;1029.192619
9.69;0.471047295;0.164764725;0.205234976;0.118482753;0.040470251;1.258233528;0.633832752;1029.160984
9.7;0.471015296;0.164780645;0.205255073;0.118474557;0.040474428;1.258265346;0.634489117;1029.129385
9.71;0.470983334;0.164796548;0.205275148;0.11846637;0.0404786;1.258297129;0.635145485;1029.097819
9.72;0.470951409;0.164812432;0.205295199;0.118458193;0.040482767;1.258328877;0.635801856;1029.066288
9.73;0.470919521;0.164828298;0.205315227;0.118450025;0.04048693;1.258360591;0.636458232;1029.034791
9.74;0.470887669;0.164844145;0.205335232;0.118441866;0.040491087;1.258392269;0.63711461;1029.003328
9.75;0.470855854;0.164859974;0.205355215;0.118433717;0.04049524;1.258423913;0.637770993;1028.9719
9.76;0.470824075;0.164875785;0.205375174;0.118425576;0.040499389;1.258455522;0.638427379;1028.940505
9.77;0.470792333;0.164891578;0.205395111;0.118417446;0.040503532;1.258487096;0.639083768;1028.909144
9.78;0.470760627;0.164907353;0.205415024;0.118409324;0.040507671;1.258518636;0.639740161;1028.877817
9.79;0.470728958;0.16492311;0.205434915;0.118401211;0.040511806;1.258550142;0.640396558;1028.846523
9.8;0.470697324;0.164938849;0.205454784;0.118393108;0.040515935;1.258581613;0.641052958;1028.815264
9.81;0.470665727;0.164954569;0.20547463;0.118385014;0.04052006;1.25861305;0.641709361;1028.784038
9.82;0.470634166;0.164970272;0.205494453;0.118376929;0.04052418;1.258644453;0.642365768;1028.752845
9.83;0.47060264;0.164985957;0.205514253;0.118368853;0.040528296;1.258675822;0.643022179;1028.721686
9.84;0.470571151;0.165001624;0.205534031;0.118360786;0.040532407;1.258707156;0.643678593;1028.690561
9.85;0.470539697;0.165017273;0.205553787;0.118352729;0.040536514;1.258738457;0.644335011;1028.659468
9.86;0.470508279;0.165032905;0.20557352;0.11834468;0.040540616;1.258769724;0.644991432;1028.628409
9.87;0.470476896;0.165048519;0.205593231;0.118336641;0.040544713;1.258800956;0.645647857;1028.597383
9.88;0.470445549;0.165064115;0.20561292;0.11832861;0.040548806;1.258832155;0.646304285;1028.566391
9.89;0.470414238;0.165079693;0.205632587;0.118320589;0.040552894;1.258863321;0.646960717;1028.535431
9.9;0.470382962;0.165095253;0.205652231;0.118312577;0.040556977;1.258894452;0.647617152;1028.504504
9.91;0.470351721;0.165110796;0.205671853;0.118304573;0.040561056;1.258925551;0.648273591;1028.473611
9.92;0.470320516;0.165126322;0.205691453;0.118296579;0.040565131;1.258956615;0.648930033;1028.44275
9.93;0.470289346;0.16514183;0.205711031;0.118288593;0.040569201;1.258987646;0.649586479;1028.411922
9.94;0.47025821;0.16515732;0.205730587;0.118280617;0.040573266;1.259018644;0.650242928;1028.381126
9.95;0.47022711;0.165172793;0.20575012;0.118272649;0.040577327;1.259049609;0.650899381;1028.350363
9.96;0.470196045;0.165188249;0.205769632;0.11826469;0.040581384;1.25908054;0.651555838;1028.319633
9.97;0.470165015;0.165203687;0.205789123;0.11825674;0.040585435;1.259111438;0.652212297;1028.288936
9.98;0.470134019;0.165219108;0.205808591;0.118248799;0.040589483;1.259142303;0.652868761;1028.25827
9.99;0.470103058;0.165234512;0.205828037;0.118240867;0.040593526;1.259173135;0.653525227;1028.227637
10;0.470072132;0.165249898;0.205847462;0.118232943;0.040597564;1.259203934;0.654181698;1028.197037
10.01;0.470041241;0.165265267;0.205866865;0.118225029;0.040601598;1.259234701;0.654838171;1028.166469
