;;;;;;;;;;;;;;C2H6;C3H6;C3H8;H2;C2H4
l [m];C2H4;C3H6;C2H6;C3H8;H2;FLMOL [kgmol/hr];t [s];T [K];2;3;;;;C2H6 - HYSYS;C3H6 - HYSYS;C3H8 - HYSYS;H2 - HYSYS;C2H4 - HYSYS
1,256213237;0,128578384;0,031184943;0,543610955;0,136862392;0,159763327;1,190140864;0,081962263;1095,749123;0,003205072;0,000806139;;;;;;;;
1,25761995;0,128600825;0,031190626;0,543566015;0,136851084;0,159791451;1,190180701;0,082053968;1095,710665;0,003201248;0,00080519;;;;;;;;
1,259026662;0,128623237;0,031196302;0,543521131;0,13683979;0,159819539;1,19022049;0,082145674;1095,672253;0,003197431;0,000804243;;;;;;;;
1,260433375;0,128645621;0,031201971;0,543476305;0,13682851;0,159847592;1,190260233;0,082237379;1095,633885;0,003193624;0,000803299;;;;;;;;
1,261840087;0,128667978;0,031207633;0,543431534;0,136817245;0,159875611;1,190299928;0,082329085;1095,595563;0,003189825;0,000802356;;;;;;;;
1,2632468;0,128690306;0,031213288;0,543386819;0,136805993;0,159903594;1,190339576;0,082420791;1095,557285;0,003186036;0,000801416;;;;;;;;
1,264653513;0,128712606;0,031218936;0,543342161;0,136794756;0,159931542;1,190379177;0,082512497;1095,519052;0,003182254;0,000800478;;;;;;;;
1,266060225;0,128734878;0,031224577;0,543297558;0,136783532;0,159959455;1,190418731;0,082604203;1095,480864;0,003178482;0,000799542;;;;;;;;
1,267466938;0,128757122;0,031230211;0,543253011;0,136772322;0,159987333;1,190458239;0,082695909;1095,44272;0,003174718;0,000798608;;;;;;;;
1,268873651;0,128779339;0,031235838;0,54320852;0,136761126;0,160015177;1,1904977;0,082787616;1095,404621;0,003170962;0,000797676;;;;;;;;
1,270280363;0,128801528;0,031241458;0,543164084;0,136749944;0,160042986;1,190537115;0,082879322;1095,366566;0,003167216;0,000796746;;;;;;;;
1,271687076;0,128823689;0,031247072;0,543119703;0,136738776;0,16007076;1,190576483;0,082971029;1095,328555;0,003163477;0,000795818;;;;;;;;
1,273093788;0,128845822;0,031252678;0,543075378;0,136727622;0,1600985;1,190615805;0,083062736;1095,290588;0,003159748;0,000794893;;;;;;;;
1,274500501;0,128867928;0,031258278;0,543031107;0,136716481;0,160126206;1,19065508;0,083154443;1095,252665;0,003156026;0,000793969;;;;;;;;
1,275907214;0,128890007;0,03126387;0,542986892;0,136705354;0,160153877;1,19069431;0,08324615;1095,214786;0,003152313;0,000793048;;;;;;;;
1,277313926;0,128912058;0,031269456;0,542942731;0,136694241;0,160181514;1,190733494;0,083337857;1095,176951;0,003148609;0,000792128;;;;;;;;
1,278720639;0,128934081;0,031275035;0,542898625;0,136683141;0,160209117;1,190772631;0,083429565;1095,139159;0,003144913;0,000791211;;;;;;;;
1,280127351;0,128956078;0,031280608;0,542854574;0,136672055;0,160236685;1,190811723;0,083521272;1095,101411;0,003141225;0,000790296;;;;;;;;
1,281534064;0,128978047;0,031286173;0,542810577;0,136660983;0,16026422;1,19085077;0,08361298;1095,063707;0,003137546;0,000789383;;;;;;;;
1,282940777;0,128999989;0,031291732;0,542766634;0,136649924;0,160291721;1,190889771;0,083704688;1095,026046;0,003133875;0,000788472;;;;;;;;
1,284347489;0,129021904;0,031297284;0,542722746;0,136638879;0,160319188;1,190928726;0,083796396;1094,988429;0,003130212;0,000787563;;;;;;;;
1,285754202;0,129043792;0,031302829;0,542678911;0,136627847;0,160346621;1,190967636;0,083888104;1094,950854;0,003126558;0,000786656;;;;;;;;
1,287160915;0,129065653;0,031308367;0,542635131;0,136616829;0,16037402;1,191006501;0,083979813;1094,913323;0,003122911;0,000785751;;;;;;;;
1,288567627;0,129087487;0,031313899;0,542591404;0,136605824;0,160401386;1,19104532;0,084071521;1094,875835;0,003119273;0,000784848;;;;;;;;
1,28997434;0,129109294;0,031319424;0,542547731;0,136594832;0,160428718;1,191084095;0,08416323;1094,838389;0,003115643;0,000783947;;;;;;;;
1,291381052;0,129131075;0,031324942;0,542504112;0,136583854;0,160456017;1,191122824;0,084254939;1094,800987;0,003112021;0,000783048;;;;;;;;
1,292787765;0,129152828;0,031330454;0,542460546;0,13657289;0,160483282;1,191161509;0,084346648;1094,763627;0,003108408;0,000782151;;;;;;;;
1,294194478;0,129174556;0,031335959;0,542417033;0,136561938;0,160510515;1,191200149;0,084438357;1094,72631;0,003104802;0,000781256;;;;;;;;
1,29560119;0,129196256;0,031341457;0,542373573;0,136551;0,160537713;1,191238744;0,084530066;1094,689035;0,003101204;0,000780363;;;;;;;;
1,297007903;0,12921793;0,031346949;0,542330167;0,136540075;0,160564879;1,191277295;0,084621776;1094,651803;0,003097615;0,000779472;;;;;;;;
1,298414615;0,129239577;0,031352434;0,542286813;0,136529163;0,160592012;1,191315801;0,084713485;1094,614613;0,003094033;0,000778583;;;;;;;;
1,299821328;0,129261199;0,031357913;0,542243512;0,136518265;0,160619111;1,191354263;0,084805195;1094,577466;0,00309046;0,000777696;;;;;;;;
1,301228041;0,129282793;0,031363385;0,542200264;0,136507379;0,160646178;1,191392681;0,084896905;1094,54036;0,003086894;0,000776811;;;;;;;;
1,302634753;0,129304362;0,03136885;0,542157069;0,136496507;0,160673212;1,191431054;0,084988615;1094,503297;0,003083337;0,000775927;;;;;;;;
1,304041466;0,129325904;0,031374309;0,542113926;0,136485648;0,160700213;1,191469384;0,085080325;1094,466276;0,003079787;0,000775046;;;;;;;;
1,305448179;0,12934742;0,031379762;0,542070835;0,136474802;0,160727182;1,191507669;0,085172035;1094,429297;0,003076245;0,000774167;;;;;;;;
1,306854891;0,12936891;0,031385208;0,542027796;0,136463969;0,160754117;1,191545911;0,085263746;1094,392359;0,003072711;0,00077329;;;;;;;;
1,308261604;0,129390374;0,031390647;0,54198481;0,136453149;0,16078102;1,191584109;0,085355456;1094,355463;0,003069185;0,000772414;;;;;;;;
1,309668316;0,129411811;0,03139608;0,541941876;0,136442342;0,160807891;1,191622263;0,085447167;1094,318609;0,003065666;0,000771541;;;;;;;;
1,311075029;0,129433223;0,031401506;0,541898993;0,136431548;0,16083473;1,191660374;0,085538878;1094,281796;0,003062156;0,000770669;;;;;;;;
1,312481742;0,129454609;0,031406926;0,541856162;0,136420767;0,160861536;1,191698441;0,085630589;1094,245025;0,003058653;0,0007698;;;;;;;;
1,313888454;0,12947597;0,03141234;0,541813383;0,136409999;0,160888309;1,191736465;0,085722301;1094,208295;0,003055158;0,000768932;;;;;;;;
1,315295167;0,129497304;0,031417747;0,541770655;0,136399243;0,160915051;1,191774445;0,085814012;1094,171606;0,00305167;0,000768066;;;;;;;;
1,316701879;0,129518613;0,031423147;0,541727979;0,136388501;0,16094176;1,191812383;0,085905724;1094,134959;0,00304819;0,000767202;;;;;;;;
1,318108592;0,129539896;0,031428542;0,541685354;0,136377771;0,160968438;1,191850277;0,085997435;1094,098352;0,003044718;0,00076634;;;;;;;;
1,319515305;0,129561154;0,031433929;0,54164278;0,136367054;0,160995083;1,191888128;0,086089147;1094,061787;0,003041254;0,00076548;;;;;;;;
1,320922017;0,129582386;0,031439311;0,541600257;0,13635635;0,161021697;1,191925937;0,086180859;1094,025262;0,003037797;0,000764621;;;;;;;;
1,32232873;0,129603592;0,031444686;0,541557785;0,136345658;0,161048278;1,191963702;0,086272571;1093,988779;0,003034347;0,000763765;;;;;;;;
1,323735443;0,129624774;0,031450055;0,541515364;0,13633498;0,161074828;1,192001425;0,086364284;1093,952336;0,003030906;0,00076291;;;;;;;;
1,325142155;0,129645929;0,031455417;0,541472993;0,136324313;0,161101347;1,192039105;0,086455996;1093,915933;0,003027471;0,000762057;;;;;;;;
1,326548868;0,12966706;0,031460773;0,541430673;0,13631366;0,161127833;1,192076743;0,086547709;1093,879571;0,003024045;0,000761207;;;;;;;;
1,32795558;0,129688165;0,031466123;0,541388404;0,136303019;0,161154288;1,192114338;0,086639422;1093,84325;0,003020625;0,000760357;;;;;;;;
1,329362293;0,129709245;0,031471467;0,541346185;0,136292391;0,161180712;1,192151891;0,086731134;1093,806969;0,003017213;0,00075951;;;;;;;;
1,330769006;0,1297303;0,031476804;0,541304016;0,136281775;0,161207104;1,192189401;0,086822848;1093,770728;0,003013809;0,000758665;;;;;;;;
1,332175718;0,12975133;0,031482135;0,541261897;0,136271172;0,161233465;1,19222687;0,086914561;1093,734528;0,003010412;0,000757821;;;;;;;;
1,333582431;0,129772335;0,03148746;0,541219829;0,136260581;0,161259795;1,192264296;0,087006274;1093,698367;0,003007022;0,00075698;;;;;;;;
1,334989143;0,129793315;0,031492779;0,54117781;0,136250003;0,161286094;1,192301681;0,087097988;1093,662247;0,00300364;0,00075614;;;;;;;;
1,336395856;0,12981427;0,031498091;0,541135841;0,136239437;0,161312361;1,192339023;0,087189701;1093,626166;0,003000265;0,000755301;;;;;;;;
1,337802569;0,1298352;0,031503397;0,541093922;0,136228883;0,161338597;1,192376324;0,087281415;1093,590126;0,002996897;0,000754465;;;;;;;;
1,339209281;0,129856106;0,031508697;0,541052052;0,136218342;0,161364803;1,192413583;0,087373129;1093,554125;0,002993537;0,000753631;;;;;;;;
1,340615994;0,129876986;0,031513991;0,541010232;0,136207814;0,161390977;1,1924508;0,087464843;1093,518164;0,002990184;0,000752798;;;;;;;;
1,342022707;0,129897843;0,031519278;0,540968461;0,136197297;0,161417121;1,192487976;0,087556558;1093,482242;0,002986838;0,000751967;;;;;;;;
1,343429419;0,129918674;0,03152456;0,540926739;0,136186793;0,161443234;1,19252511;0,087648272;1093,44636;0,002983499;0,000751138;;;;;;;;
1,344836132;0,129939481;0,031529835;0,540885066;0,136176302;0,161469316;1,192562203;0,087739987;1093,410518;0,002980168;0,00075031;;;;;;;;
1,346242844;0,129960263;0,031535104;0,540843443;0,136165822;0,161495368;1,192599255;0,087831702;1093,374714;0,002976843;0,000749485;;;;;;;;
1,347649557;0,129981021;0,031540368;0,540801868;0,136155355;0,161521388;1,192636266;0,087923417;1093,33895;0,002973526;0,000748661;;;;;;;;
1,34905627;0,130001754;0,031545625;0,540760342;0,1361449;0,161547379;1,192673235;0,088015132;1093,303225;0,002970216;0,000747839;;;;;;;;
1,350462982;0,130022463;0,031550876;0,540718865;0,136134457;0,161573339;1,192710164;0,088106847;1093,26754;0,002966913;0,000747018;;;;;;;;
1,351869695;0,130043148;0,03155612;0,540677437;0,136124026;0,161599269;1,192747051;0,088198562;1093,231893;0,002963617;0,0007462;;;;;;;;
1,353276407;0,130063809;0,031561359;0,540636057;0,136113607;0,161625168;1,192783898;0,088290278;1093,196285;0,002960329;0,000745383;;;;;;;;
1,35468312;0,130084445;0,031566592;0,540594725;0,136103201;0,161651037;1,192820704;0,088381993;1093,160716;0,002957047;0,000744568;;;;;;;;
1,356089833;0,130105057;0,031571819;0,540553442;0,136092806;0,161676876;1,192857469;0,088473709;1093,125186;0,002953772;0,000743754;;;;;;;;
1,357496545;0,130125646;0,031577039;0,540512206;0,136082423;0,161702685;1,192894194;0,088565425;1093,089694;0,002950504;0,000742943;;;;;;;;
1,358903258;0,13014621;0,031582254;0,540471019;0,136072053;0,161728464;1,192930879;0,088657142;1093,054241;0,002947244;0,000742133;;;;;;;;
1,36030997;0,13016675;0,031587463;0,54042988;0,136061694;0,161754213;1,192967523;0,088748858;1093,018827;0,00294399;0,000741324;;;;;;;;
1,361716683;0,130187266;0,031592666;0,540388788;0,136051348;0,161779932;1,193004126;0,088840574;1092,983451;0,002940743;0,000740518;;;;;;;;
1,363123396;0,130207758;0,031597863;0,540347745;0,136041013;0,161805621;1,19304069;0,088932291;1092,948113;0,002937503;0,000739713;;;;;;;;
1,364530108;0,130228227;0,031603053;0,540306749;0,136030691;0,16183128;1,193077213;0,089024008;1092,912814;0,00293427;0,00073891;;;;;;;;
1,365936821;0,130248672;0,031608238;0,5402658;0,13602038;0,16185691;1,193113696;0,089115725;1092,877553;0,002931043;0,000738108;;;;;;;;
1,367343534;0,130269093;0,031613417;0,540224899;0,136010081;0,16188251;1,193150139;0,089207442;1092,842329;0,002927824;0,000737308;;;;;;;;
1,368750246;0,13028949;0,03161859;0,540184045;0,135999793;0,161908081;1,193186543;0,089299159;1092,807144;0,002924611;0,00073651;;;;;;;;
1,370156959;0,130309864;0,031623758;0,540143239;0,135989518;0,161933621;1,193222906;0,089390876;1092,771997;0,002921405;0,000735714;;;;;;;;
1,371563671;0,130330214;0,031628919;0,54010248;0,135979254;0,161959133;1,19325923;0,089482594;1092,736888;0,002918206;0,000734919;;;;;;;;
1,372970384;0,130350541;0,031634074;0,540061767;0,135969003;0,161984615;1,193295515;0,089574312;1092,701817;0,002915014;0,000734126;;;;;;;;
1,374377097;0,130370844;0,031639224;0,540021102;0,135958762;0,162010068;1,193331759;0,089666029;1092,666783;0,002911828;0,000733335;;;;;;;;
1,375783809;0,130391124;0,031644368;0,539980483;0,135948534;0,162035491;1,193367965;0,089757747;1092,631787;0,002908649;0,000732545;;;;;;;;
1,377190522;0,13041138;0,031649506;0,539939911;0,135938317;0,162060886;1,193404131;0,089849466;1092,596828;0,002905477;0,000731757;;;;;;;;
1,378597234;0,130431613;0,031654638;0,539899386;0,135928112;0,162086251;1,193440257;0,089941184;1092,561907;0,002902312;0,00073097;;;;;;;;
1,380003947;0,130451823;0,031659764;0,539858907;0,135917919;0,162111587;1,193476345;0,090032902;1092,527024;0,002899153;0,000730185;;;;;;;;
1,38141066;0,13047201;0,031664884;0,539818474;0,135907737;0,162136894;1,193512393;0,090124621;1092,492177;0,002896;0,000729402;;;;;;;;
1,382817372;0,130492174;0,031669999;0,539778088;0,135897566;0,162162173;1,193548402;0,09021634;1092,457368;0,002892855;0,000728621;;;;;;;;
1,384224085;0,130512314;0,031675108;0,539737748;0,135887408;0,162187422;1,193584372;0,090308059;1092,422596;0,002889716;0,000727841;;;;;;;;
1,385630798;0,130532431;0,031680211;0,539697455;0,13587726;0,162212643;1,193620304;0,090399778;1092,387861;0,002886583;0,000727062;;;;;;;;
1,38703751;0,130552526;0,031685309;0,539657207;0,135867125;0,162237834;1,193656196;0,090491497;1092,353164;0,002883457;0,000726286;;;;;;;;
1,388444223;0,130572597;0,0316904;0,539617005;0,135857;0,162262997;1,19369205;0,090583217;1092,318503;0,002880338;0,00072551;;;;;;;;
1,389850935;0,130592646;0,031695486;0,539576849;0,135846887;0,162288132;1,193727865;0,090674936;1092,283879;0,002877225;0,000724737;;;;;;;;
1,391257648;0,130612671;0,031700566;0,539536738;0,135836786;0,162313238;1,193763642;0,090766656;1092,249292;0,002874118;0,000723965;;;;;;;;
1,392664361;0,130632674;0,031705641;0,539496674;0,135826696;0,162338315;1,19379938;0,090858376;1092,214741;0,002871018;0,000723195;;;;;;;;
1,394071073;0,130652654;0,03171071;0,539456654;0,135816617;0,162363364;1,19383508;0,090950096;1092,180227;0,002867925;0,000722426;;;;;;;;
1,395477786;0,130672612;0,031715773;0,539416681;0,13580655;0,162388385;1,193870741;0,091041816;1092,14575;0,002864838;0,000721659;;;;;;;;
1,396884498;0,130692546;0,03172083;0,539376752;0,135796494;0,162413377;1,193906364;0,091133536;1092,111309;0,002861757;0,000720893;;;;;;;;
1,398291211;0,130712459;0,031725882;0,539336869;0,135786449;0,162438341;1,193941949;0,091225257;1092,076905;0,002858683;0,000720129;;;;;;;;
1,399697924;0,130732348;0,031730929;0,539297031;0,135776416;0,162463277;1,193977496;0,091316977;1092,042536;0,002855615;0,000719367;;;;;;;;
1,401104636;0,130752215;0,031735969;0,539257238;0,135766394;0,162488184;1,194013005;0,091408698;1092,008205;0,002852553;0,000718606;;;;;;;;
1,402511349;0,13077206;0,031741004;0,539217489;0,135756383;0,162513064;1,194048476;0,091500419;1091,973909;0,002849498;0,000717847;;;;;;;;
1,403918062;0,130791882;0,031746034;0,539177786;0,135746383;0,162537915;1,194083909;0,09159214;1091,939649;0,002846449;0,000717089;;;;;;;;
1,405324774;0,130811681;0,031751057;0,539138127;0,135736395;0,162562739;1,194119305;0,091683862;1091,905426;0,002843406;0,000716333;;;;;;;;
1,406731487;0,130831459;0,031756076;0,539098514;0,135726418;0,162587534;1,194154662;0,091775583;1091,871238;0,00284037;0,000715578;;;;;;;;
1,408138199;0,130851214;0,031761088;0,539058944;0,135716451;0,162612302;1,194189982;0,091867305;1091,837087;0,002837339;0,000714825;;;;;;;;
1,409544912;0,130870947;0,031766095;0,539019419;0,135706496;0,162637042;1,194225265;0,091959026;1091,802971;0,002834316;0,000714073;;;;;;;;
1,410951625;0,130890658;0,031771097;0,538979939;0,135696552;0,162661755;1,19426051;0,092050748;1091,768891;0,002831298;0,000713323;;;;;;;;
1,412358337;0,130910346;0,031776093;0,538940502;0,135686619;0,162686439;1,194295718;0,09214247;1091,734846;0,002828286;0,000712575;;;;;;;;
1,41376505;0,130930013;0,031781083;0,53890111;0,135676697;0,162711096;1,194330888;0,092234193;1091,700837;0,002825281;0,000711828;;;;;;;;
1,415171762;0,130949657;0,031786068;0,538861762;0,135666786;0,162735726;1,194366021;0,092325915;1091,666864;0,002822282;0,000711082;;;;;;;;
1,416578475;0,13096928;0,031791048;0,538822458;0,135656887;0,162760328;1,194401117;0,092417638;1091,632926;0,002819288;0,000710339;;;;;;;;
1,417985188;0,13098888;0,031796022;0,538783198;0,135646998;0,162784902;1,194436176;0,09250936;1091,599024;0,002816302;0,000709596;;;;;;;;
1,4193919;0,131008459;0,03180099;0,538743982;0,13563712;0,162809449;1,194471198;0,092601083;1091,565157;0,002813321;0,000708855;;;;;;;;
1,420798613;0,131028016;0,031805953;0,538704809;0,135627253;0,162833969;1,194506183;0,092692806;1091,531325;0,002810346;0,000708116;;;;;;;;
1,422205326;0,13104755;0,031810911;0,53866568;0,135617397;0,162858462;1,194541131;0,092784529;1091,497528;0,002807377;0,000707378;;;;;;;;
1,423612038;0,131067064;0,031815863;0,538626595;0,135607551;0,162882927;1,194576042;0,092876253;1091,463766;0,002804414;0,000706641;;;;;;;;
1,425018751;0,131086555;0,03182081;0,538587553;0,135597717;0,162907365;1,194610917;0,092967976;1091,43004;0,002801458;0,000705906;;;;;;;;
1,426425463;0,131106025;0,031825751;0,538548554;0,135587893;0,162931776;1,194645755;0,0930597;1091,396348;0,002798507;0,000705173;;;;;;;;
1,428183854;0,131130335;0,031831921;0,538499861;0,135575628;0,162962256;1,194689256;0,093174354;1091,354277;0,002795562;0,000704441;;;;;;;;
1,429942245;0,131154611;0,031838083;0,538451235;0,135563379;0,162992693;1,194732701;0,093289009;1091,312261;0,00279189;0,000703528;;;;;;;;
1,431700636;0,131178853;0,031844236;0,538402676;0,135551147;0,163023089;1,194776088;0,093403665;1091,270299;0,002788226;0,000702617;;;;;;;;
1,433459026;0,131203062;0,03185038;0,538354184;0,135538931;0,163053442;1,194819419;0,09351832;1091,22839;0,002784572;0,000701709;;;;;;;;
1,435217417;0,131227238;0,031856516;0,538305759;0,135526733;0,163083754;1,194862694;0,093632976;1091,186536;0,002780927;0,000700803;;;;;;;;
1,436975808;0,13125138;0,031862644;0,538257401;0,135514551;0,163114024;1,194905912;0,093747632;1091,144736;0,002777291;0,000699899;;;;;;;;
1,438734199;0,131275489;0,031868764;0,538209109;0,135502386;0,163144253;1,194949073;0,093862288;1091,10299;0,002773664;0,000698997;;;;;;;;
1,440492589;0,131299564;0,031874875;0,538160884;0,135490237;0,16317444;1,194992179;0,093976944;1091,061297;0,002770046;0,000698098;;;;;;;;
1,44225098;0,131323607;0,031880978;0,538112725;0,135478105;0,163204585;1,195035229;0,094091601;1091,019657;0,002766438;0,0006972;;;;;;;;
1,444009371;0,131347616;0,031887073;0,538064632;0,135465989;0,163234689;1,195078222;0,094206258;1090,978071;0,002762838;0,000696306;;;;;;;;
1,445767762;0,131371593;0,031893159;0,538016605;0,13545389;0,163264752;1,19512116;0,094320915;1090,936538;0,002759248;0,000695413;;;;;;;;
1,447526153;0,131395537;0,031899238;0,537968644;0,135441807;0,163294774;1,195164043;0,094435572;1090,895058;0,002755666;0,000694522;;;;;;;;
1,449284543;0,131419448;0,031905308;0,537920748;0,135429741;0,163324755;1,19520687;0,09455023;1090,853631;0,002752094;0,000693634;;;;;;;;
1,451042934;0,131443326;0,03191137;0,537872918;0,135417691;0,163354696;1,195249641;0,094664888;1090,812257;0,00274853;0,000692748;;;;;;;;
1,452801325;0,131467171;0,031917424;0,537825153;0,135405657;0,163384595;1,195292358;0,094779546;1090,770935;0,002744976;0,000691864;;;;;;;;
1,454559716;0,131490985;0,031923469;0,537777452;0,13539364;0,163414454;1,195335019;0,094894205;1090,729666;0,00274143;0,000690983;;;;;;;;
1,456318106;0,131514765;0,031929507;0,537729817;0,135381639;0,163444272;1,195377626;0,095008863;1090,688449;0,002737893;0,000690103;;;;;;;;
1,458076497;0,131538514;0,031935536;0,537682247;0,135369654;0,16347405;1,195420178;0,095123522;1090,647285;0,002734364;0,000689226;;;;;;;;
1,459834888;0,13156223;0,031941558;0,537634741;0,135357685;0,163503787;1,195462675;0,095238181;1090,606173;0,002730845;0,000688351;;;;;;;;
1,461593279;0,131585913;0,031947571;0,537587299;0,135345732;0,163533484;1,195505118;0,095352841;1090,565112;0,002727334;0,000687478;;;;;;;;
1,463351669;0,131609565;0,031953576;0,537539922;0,135333795;0,163563141;1,195547506;0,0954675;1090,524104;0,002723832;0,000686607;;;;;;;;
1,46511006;0,131633185;0,031959574;0,537492608;0,135321875;0,163592759;1,19558984;0,09558216;1090,483147;0,002720339;0,000685738;;;;;;;;
1,466868451;0,131656773;0,031965563;0,537445359;0,13530997;0,163622336;1,19563212;0,09569682;1090,442242;0,002716854;0,000684871;;;;;;;;
1,468626842;0,131680329;0,031971544;0,537398173;0,135298081;0,163651873;1,195674346;0,095811481;1090,401389;0,002713378;0,000684007;;;;;;;;
1,470385233;0,131703853;0,031977518;0,537351051;0,135286208;0,163681371;1,195716518;0,095926141;1090,360587;0,002709911;0,000683145;;;;;;;;
1,472143623;0,131727345;0,031983483;0,537303992;0,135274351;0,163710828;1,195758637;0,096040802;1090,319836;0,002706452;0,000682284;;;;;;;;
1,473902014;0,131750806;0,031989441;0,537256996;0,13526251;0,163740247;1,195800702;0,096155463;1090,279136;0,002703001;0,000681426;;;;;;;;
1,475660405;0,131774236;0,03199539;0,537210064;0,135250685;0,163769626;1,195842714;0,096270125;1090,238487;0,002699559;0,00068057;;;;;;;;
1,477418796;0,131797633;0,032001332;0,537163194;0,135238875;0,163798966;1,195884672;0,096384786;1090,197889;0,002696125;0,000679716;;;;;;;;
1,479177186;0,131821;0,032007266;0,537116387;0,135227081;0,163828266;1,195926577;0,096499448;1090,157342;0,0026927;0,000678864;;;;;;;;
1,480935577;0,131844335;0,032013192;0,537069643;0,135215302;0,163857527;1,19596843;0,09661411;1090,116846;0,002689283;0,000678014;;;;;;;;
1,482693968;0,131867639;0,032019111;0,537022961;0,13520354;0,16388675;1,196010229;0,096728773;1090,0764;0,002685875;0,000677167;;;;;;;;
1,484452359;0,131890912;0,032025021;0,536976342;0,135191792;0,163915933;1,196051975;0,096843435;1090,036004;0,002682475;0,000676321;;;;;;;;
1,486210749;0,131914154;0,032030924;0,536929784;0,135180061;0,163945077;1,196093669;0,096958098;1089,995659;0,002679083;0,000675477;;;;;;;;
1,48796914;0,131937364;0,032036819;0,536883289;0,135168344;0,163974183;1,196135311;0,097072761;1089,955363;0,0026757;0,000674636;;;;;;;;
1,489727531;0,131960544;0,032042706;0,536836856;0,135156644;0,16400325;1,1961769;0,097187425;1089,915118;0,002672324;0,000673796;;;;;;;;
1,491485922;0,131983693;0,032048586;0,536790484;0,135144958;0,164032279;1,196218436;0,097302088;1089,874923;0,002668957;0,000672959;;;;;;;;
1,493244313;0,132006811;0,032054458;0,536744173;0,135133289;0,164061269;1,196259921;0,097416752;1089,834777;0,002665598;0,000672123;;;;;;;;
1,495002703;0,132029899;0,032060322;0,536697924;0,135121634;0,164090221;1,196301353;0,097531416;1089,794682;0,002662247;0,00067129;;;;;;;;
1,496761094;0,132052956;0,032066178;0,536651736;0,135109995;0,164119134;1,196342734;0,09764608;1089,754635;0,002658905;0,000670458;;;;;;;;
1,498519485;0,132075983;0,032072027;0,53660561;0,135098371;0,16414801;1,196384063;0,097760745;1089,714638;0,00265557;0,000669629;;;;;;;;
1,500277876;0,132098979;0,032077869;0,536559544;0,135086762;0,164176847;1,19642534;0,09787541;1089,674691;0,002652244;0,000668801;;;;;;;;
1,502036266;0,132121944;0,032083702;0,536513538;0,135075168;0,164205647;1,196466566;0,097990075;1089,634792;0,002648925;0,000667975;;;;;;;;
1,503794657;0,13214488;0,032089528;0,536467594;0,13506359;0,164234408;1,196507741;0,09810474;1089,594943;0,002645615;0,000667152;;;;;;;;
1,505553048;0,132167785;0,032095347;0,53642171;0,135052027;0,164263132;1,196548864;0,098219406;1089,555143;0,002642312;0,00066633;;;;;;;;
1,507311439;0,13219066;0,032101158;0,536375886;0,135040478;0,164291818;1,196589936;0,098334071;1089,515391;0,002639018;0,000665511;;;;;;;;
1,509069829;0,132213505;0,032106962;0,536330122;0,135028945;0,164320466;1,196630957;0,098448738;1089,475688;0,002635731;0,000664693;;;;;;;;
1,51082822;0,13223632;0,032112758;0,536284419;0,135017427;0,164349077;1,196671927;0,098563404;1089,436034;0,002632452;0,000663877;;;;;;;;
1,512586611;0,132259105;0,032118546;0,536238775;0,135005924;0,164377651;1,196712846;0,09867807;1089,396428;0,002629181;0,000663063;;;;;;;;
1,514345002;0,13228186;0,032124327;0,536193191;0,134994435;0,164406187;1,196753715;0,098792737;1089,356871;0,002625918;0,000662252;;;;;;;;
1,516103392;0,132304585;0,032130101;0,536147666;0,134982962;0,164434686;1,196794533;0,098907404;1089,317362;0,002622663;0,000661442;;;;;;;;
1,517861783;0,132327281;0,032135867;0,536102201;0,134971504;0,164463148;1,196835301;0,099022072;1089,277901;0,002619416;0,000660634;;;;;;;;
1,519620174;0,132349947;0,032141626;0,536056795;0,13496006;0,164491573;1,196876018;0,099136739;1089,238488;0,002616176;0,000659828;;;;;;;;
1,521378565;0,132372583;0,032147377;0,536011448;0,134948631;0,16451996;1,196916686;0,099251407;1089,199123;0,002612944;0,000659023;;;;;;;;
1,523136956;0,13239519;0,032153121;0,53596616;0,134937217;0,164548311;1,196957303;0,099366075;1089,159805;0,002609719;0,000658221;;;;;;;;
1,524895346;0,132417768;0,032158858;0,535920931;0,134925817;0,164576626;1,19699787;0,099480743;1089,120536;0,002606503;0,000657421;;;;;;;;
1,526653737;0,132440316;0,032164587;0,535875761;0,134914432;0,164604903;1,197038388;0,099595412;1089,081314;0,002603294;0,000656622;;;;;;;;
1,528412128;0,132462835;0,032170309;0,535830649;0,134903062;0,164633144;1,197078856;0,099710081;1089,042139;0,002600092;0,000655826;;;;;;;;
1,530170519;0,132485325;0,032176024;0,535785596;0,134891707;0,164661349;1,197119274;0,09982475;1089,003012;0,002596899;0,000655031;;;;;;;;
1,531928909;0,132507786;0,032181731;0,535740601;0,134880366;0,164689517;1,197159643;0,099939419;1088,963932;0,002593712;0,000654238;;;;;;;;
1,5336873;0,132530217;0,032187431;0,535695664;0,134869039;0,164717648;1,197199962;0,100054088;1088,924899;0,002590534;0,000653447;;;;;;;;
1,535445691;0,13255262;0,032193124;0,535650785;0,134857727;0,164745744;1,197240233;0,100168758;1088,885913;0,002587362;0,000652658;;;;;;;;
1,537204082;0,132574994;0,032198809;0,535605964;0,13484643;0,164773803;1,197280454;0,100283428;1088,846975;0,002584199;0,00065187;;;;;;;;
1,538962472;0,132597339;0,032204488;0,5355612;0,134835147;0,164801827;1,197320626;0,100398098;1088,808083;0,002581042;0,000651085;;;;;;;;
1,540720863;0,132619655;0,032210159;0,535516494;0,134823878;0,164829814;1,197360749;0,100512769;1088,769237;0,002577893;0,000650301;;;;;;;;
