;;;;;;;;;;;;;;C2H6;C3H6;C3H8;H2;C2H4
l [m];C2H4;C3H6;C2H6;C3H8;H2;FLMOL [kgmol/hr];t [s];T [K];2;3;;;;C2H6 - HYSYS;C3H6 - HYSYS;C3H8 - HYSYS;H2 - HYSYS;C2H4 - HYSYS
0,023464258;0,035372425;0,008352986;0,729647246;0,182901932;0,043725411;1,045724744;0,001555982;1231,512712;0,139657246;0,033246223;;;7,395;0,491705076;3,79E-02;0,123599253;1,92E-01;0,154416621
0,023503853;0,035408125;0,008361488;0,729576185;0,18288459;0,043769613;1,045773083;0,001558596;1231,468382;0,139502649;0,033209995;;;7,405;0,491662879;3,79E-02;0,123588474;1,92E-01;0,154437628
0,023543449;0,035443782;0,008369979;0,729505209;0,182867268;0,043813761;1,045821368;0,00156121;1231,424101;0,139348382;0,033173844;;;7,415;0,491620746;3,79E-02;0,123577712;1,92E-01;0,154458603
0,023583044;0,035479396;0,008378461;0,729434318;0,182849967;0,043857857;1,045869599;0,001563824;1231,379869;0,139194443;0,033137769;;;7,425;0,491578677;3,79E-02;0,123566966;1,92E-01;0,154479546
0,02362264;0,035514967;0,008386933;0,729363512;0,182832687;0,0439019;1,045917778;0,001566438;1231,335684;0,13904083;0,03310177;;;7,435;0,491536671;3,80E-02;0,123556235;1,92E-01;0,154500457
0,023662235;0,035550497;0,008395395;0,729292791;0,182815427;0,043945891;1,045965904;0,001569051;1231,291547;0,138887544;0,033065847;;;7,445;0,491494729;3,80E-02;0,123545521;1,92E-01;0,154521337
0,02370183;0,035585983;0,008403847;0,729222153;0,182798188;0,04398983;1,046013977;0,001571665;1231,247457;0,138734582;0,033029999;;;7,455;0,49145285;3,80E-02;0,123534823;1,93E-01;0,154542185
0,023741426;0,035621428;0,008412288;0,7291516;0,182780968;0,044033716;1,046061997;0,001574279;1231,203416;0,138581944;0,032994227;;;7,465;0,491411034;3,80E-02;0,123524141;1,93E-01;0,154563002
0,023781021;0,03565683;0,00842072;0,72908113;0,182763769;0,04407755;1,046109964;0,001576893;1231,159422;0,138429629;0,032958529;;;7,475;0,49136928;3,80E-02;0,123513475;1,93E-01;0,154583788
0,023820617;0,03569219;0,008429143;0,729010744;0,182746591;0,044121332;1,046157879;0,001579506;1231,115475;0,138277636;0,032922906;;;7,485;0,49132759;3,80E-02;0,123502825;1,93E-01;0,154604542
0,023860212;0,035727508;0,008437555;0,728940442;0,182729433;0,044165063;1,046205742;0,00158212;1231,071576;0,138125964;0,032887358;;;7,495;0,491285962;3,80E-02;0,123492191;1,93E-01;0,154625265
0,023899808;0,035762784;0,008445957;0,728870223;0,182712294;0,044208741;1,046253552;0,001584734;1231,027725;0,137974611;0,032851884;;;7,505;0,491244396;3,80E-02;0,123481572;1,93E-01;0,154645957
0,023939403;0,035798018;0,00845435;0,728800088;0,182695176;0,044252368;1,046301311;0,001587347;1230,98392;0,137823577;0,032816485;;;7,515;0,491202892;3,80E-02;0,123470969;1,93E-01;0,154666618
0,023978998;0,035833211;0,008462733;0,728730035;0,182678079;0,044295943;1,046349017;0,001589961;1230,940163;0,137672861;0,032781159;;;7,525;0,491161451;3,80E-02;0,123460382;1,93E-01;0,154687248
0,024018594;0,035868361;0,008471106;0,728660065;0,182661001;0,044339467;1,046396671;0,001592574;1230,896452;0,137522462;0,032745906;;;7,535;0,491120071;3,80E-02;0,123449811;1,93E-01;0,154707848
0,024058189;0,035903471;0,008479469;0,728590178;0,182643943;0,04438294;1,046444273;0,001595188;1230,852789;0,137372378;0,032710728;;;7,545;0,491078753;3,80E-02;0,123439255;1,93E-01;0,154728416
0,024097785;0,035938538;0,008487823;0,728520373;0,182626905;0,044426361;1,046491824;0,001597801;1230,809172;0,13722261;0,032675622;;;7,555;0,491037496;3,80E-02;0,123428715;1,93E-01;0,154748954
0,02413738;0,035973565;0,008496167;0,72845065;0,182609887;0,044469731;1,046539323;0,001600415;1230,765602;0,137073155;0,032640589;;;7,565;0,490996301;3,80E-02;0,12341819;1,93E-01;0,154769462
0,024176976;0,03600855;0,008504501;0,728381009;0,182592889;0,044513051;1,04658677;0,001603028;1230,722078;0,136924013;0,032605629;;;7,575;0,490955166;3,80E-02;0,123407681;1,93E-01;0,154789939
0,024216571;0,036043494;0,008512825;0,728311451;0,182575911;0,044556319;1,046634166;0,001605642;1230,678601;0,136775184;0,032570742;;;7,585;0,490914093;3,80E-02;0,123397187;1,93E-01;0,154810385
0,024256167;0,036078397;0,00852114;0,728241974;0,182558952;0,044599537;1,046681511;0,001608255;1230,635171;0,136626665;0,032535926;;;7,595;0,49087308;3,80E-02;0,123386709;1,93E-01;0,154830801
0,024295762;0,036113259;0,008529445;0,728172578;0,182542014;0,044642704;1,046728804;0,001610868;1230,591787;0,136478456;0,032501183;;;7,605;0,490832128;3,80E-02;0,123376246;1,93E-01;0,154851187
0,024335357;0,036148079;0,008537741;0,728103264;0,182525095;0,04468582;1,046776047;0,001613482;1230,548449;0,136330556;0,032466512;;;7,615;0,490791237;3,80E-02;0,123365798;1,93E-01;0,154871543
0,024374953;0,036182859;0,008546027;0,728034031;0,182508196;0,044728887;1,046823238;0,001616095;1230,505157;0,136182964;0,032431912;;;7,625;0,490750405;3,81E-02;0,123355366;1,93E-01;0,154891869
0,024414548;0,036217599;0,008554304;0,727964879;0,182491316;0,044771902;1,046870378;0,001618708;1230,461911;0,13603568;0,032397384;;;7,635;0,490709634;3,81E-02;0,123344949;1,93E-01;0,154912165
0,024454144;0,036252297;0,008562571;0,727895808;0,182474456;0,044814868;1,046917468;0,001621322;1230,418711;0,135888702;0,032362927;;;7,645;0,490668923;3,81E-02;0,123334547;1,93E-01;0,154932431
0,024493739;0,036286955;0,008570828;0,727826818;0,182457615;0,044857783;1,046964507;0,001623935;1230,375557;0,135742029;0,032328541;;;7,655;0,490628271;3,81E-02;0,12332416;1,93E-01;0,154952667
0,024533335;0,036321573;0,008579076;0,727757908;0,182440794;0,044900649;1,047011496;0,001626548;1230,332449;0,13559566;0,032294225;;;7,665;0,490587679;3,81E-02;0,123313788;1,93E-01;0,154972874
0,02457293;0,03635615;0,008587314;0,727689078;0,182423993;0,044943465;1,047058434;0,001629161;1230,289386;0,135449595;0,03225998;;;7,675;0,490547146;3,81E-02;0,123303432;1,93E-01;0,154993051
0,024612526;0,036390687;0,008595543;0,727620329;0,182407211;0,04498623;1,047105321;0,001631774;1230,246369;0,135303832;0,032225806;;;7,685;0,490506673;3,81E-02;0,12329309;1,93E-01;0,155013198
0,024652121;0,036425184;0,008603763;0,727551659;0,182390448;0,045028947;1,047152159;0,001634387;1230,203397;0,13515837;0,032191701;;;7,695;0,490466259;3,81E-02;0,123282763;1,93E-01;0,155033316
0,024691716;0,03645964;0,008611973;0,727483069;0,182373704;0,045071613;1,047198946;0,001637001;1230,160471;0,13501321;0,032157667;;;7,705;0,490425903;3,81E-02;0,123272452;1,93E-01;0,155053405
0,024731312;0,036494057;0,008620174;0,727414559;0,18235698;0,045114231;1,047245683;0,001639614;1230,11759;0,134868349;0,032123702;;;7,715;0,490385607;3,81E-02;0,123262155;1,93E-01;0,155073464
0,024770907;0,036528433;0,008628365;0,727346128;0,182340275;0,045156798;1,04729237;0,001642227;1230,074754;0,134723786;0,032089806;;;7,725;0,490345369;3,81E-02;0,123251873;1,93E-01;0,155093494
0,024810503;0,03656277;0,008636547;0,727277777;0,182323589;0,045199317;1,047339008;0,00164484;1230,031964;0,134579522;0,03205598;;;7,735;0,490305189;3,81E-02;0,123241606;1,93E-01;0,155113495
0,024850098;0,036597067;0,00864472;0,727209504;0,182306923;0,045241787;1,047385596;0,001647453;1229,989218;0,134435555;0,032022223;;;7,745;0,490265068;3,81E-02;0,123231354;1,93E-01;0,155133467
0,024889694;0,036631324;0,008652883;0,727141311;0,182290275;0,045284207;1,047432134;0,001650066;1229,946517;0,134291883;0,031988535;;;7,755;0,490225005;3,81E-02;0,123221116;1,93E-01;0,15515341
0,024929289;0,036665541;0,008661037;0,727073196;0,182273647;0,045326579;1,047478622;0,001652679;1229,903861;0,134148507;0,031954915;;;7,765;0,490184999;3,81E-02;0,123210893;1,93E-01;0,155173324
0,024968884;0,036699719;0,008669182;0,72700516;0,182257038;0,045368901;1,047525061;0,001655292;1229,86125;0,134005425;0,031921364;;;7,775;0,490145052;3,81E-02;0,123200685;1,93E-01;0,155193209
0,02500848;0,036733858;0,008677318;0,726937202;0,182240447;0,045411175;1,047571451;0,001657904;1229,818683;0,133862637;0,031887881;;;7,785;0,490105162;3,81E-02;0,123190491;1,93E-01;0,155213065
0,025048075;0,036767957;0,008685444;0,726869322;0,182223876;0,045453401;1,047617791;0,001660517;1229,776161;0,133720141;0,031854466;;;7,795;0,49006533;3,81E-02;0,123180312;1,93E-01;0,155232893
0,025087671;0,036802017;0,008693561;0,726801521;0,182207324;0,045495578;1,047664083;0,00166313;1229,733684;0,133577936;0,031821119;;;7,805;0,490025555;3,81E-02;0,123170148;1,93E-01;0,155252692
0,025127266;0,036836038;0,008701669;0,726733797;0,18219079;0,045537706;1,047710325;0,001665743;1229,691251;0,133436022;0,031787839;;;7,815;0,489985837;3,82E-02;0,123159998;1,93E-01;0,155272463
0,025166862;0,036870019;0,008709767;0,726666152;0,182174275;0,045579787;1,047756518;0,001668356;1229,648862;0,133294398;0,031754627;;;7,825;0,489946176;3,82E-02;0,123149862;1,93E-01;0,155292205
0,025206457;0,036903962;0,008717857;0,726598583;0,182157779;0,045621819;1,047802663;0,001670969;1229,606517;0,133153063;0,031721482;;;7,835;0,489906572;3,82E-02;0,123139741;1,93E-01;0,155311919
0,025246053;0,036937865;0,008725937;0,726531093;0,182141302;0,045663803;1,047848759;0,001673581;1229,564216;0,133012017;0,031688404;;;7,845;0,489867025;3,82E-02;0,123129635;1,94E-01;0,155331605
0,025285648;0,03697173;0,008734008;0,726463679;0,182124844;0,045705739;1,047894806;0,001676194;1229,52196;0,132871257;0,031655393;;;7,855;0,489827535;3,82E-02;0,123119542;1,94E-01;0,155351262
0,025325243;0,037005556;0,008742071;0,726396343;0,182108404;0,045747627;1,047940805;0,001678807;1229,479747;0,132730784;0,031622448;;;7,865;0,4897881;3,82E-02;0,123109464;1,94E-01;0,155370892
0,025364839;0,037039343;0,008750124;0,726329083;0,182091983;0,045789467;1,047986755;0,001681419;1229,437578;0,132590596;0,03158957;;;7,875;0,489748722;3,82E-02;0,1230994;1,94E-01;0,155390493
0,025404434;0,037073092;0,008758168;0,7262619;0,18207558;0,04583126;1,048032657;0,001684032;1229,395453;0,132450693;0,031556758;;;7,885;0,4897094;3,82E-02;0,123089351;1,94E-01;0,155410066
0,02544403;0,037106802;0,008766203;0,726194794;0,182059196;0,045873005;1,048078511;0,001686645;1229,353372;0,132311073;0,031524011;;;7,895;0,489670134;3,82E-02;0,123079315;1,94E-01;0,155429612
0,025483625;0,037140474;0,008774229;0,726127764;0,182042831;0,045914702;1,048124316;0,001689257;1229,311334;0,132171737;0,031491331;;;7,905;0,489630924;3,82E-02;0,123069294;1,94E-01;0,155449129
0,025523221;0,037174107;0,008782245;0,726060811;0,182026484;0,045956353;1,048170074;0,00169187;1229,269339;0,132032682;0,031458717;;;7,915;0,48959177;3,82E-02;0,123059287;1,94E-01;0,155468619
0,025562816;0,037207702;0,008790253;0,725993933;0,182010155;0,045997956;1,048215783;0,001694482;1229,227388;0,131893909;0,031426167;;;7,925;0,489552671;3,82E-02;0,123049294;1,94E-01;0,155488081
0,025602412;0,037241259;0,008798252;0,725927132;0,181993845;0,046039511;1,048261445;0,001697095;1229,185481;0,131755416;0,031393683;;;7,935;0,489513627;3,82E-02;0,123039315;1,94E-01;0,155507516
0,025642007;0,037274778;0,008806242;0,725860406;0,181977554;0,04608102;1,048307059;0,001699707;1229,143616;0,131617203;0,031361264;;;7,945;0,489474638;3,82E-02;0,12302935;1,94E-01;0,155526923
0,025681602;0,037308258;0,008814223;0,725793756;0,18196128;0,046122482;1,048352625;0,00170232;1229,101795;0,131479269;0,03132891;;;7,955;0,489435705;3,82E-02;0,123019399;1,94E-01;0,155546303
0,025721198;0,037341701;0,008822196;0,725727182;0,181945025;0,046163897;1,048398144;0,001704932;1229,060017;0,131341612;0,03129662;;;7,965;0,489396826;3,82E-02;0,123009462;1,94E-01;0,155565655
0,025760793;0,037375106;0,008830159;0,725660682;0,181928788;0,046205265;1,048443615;0,001707545;1229,018281;0,131204232;0,031264395;;;7,975;0,489358003;3,82E-02;0,122999539;1,94E-01;0,15558498
0,025800389;0,037408473;0,008838113;0,725594258;0,18191257;0,046246586;1,048489039;0,001710157;1228,976589;0,131067129;0,031232234;;;7,985;0,489319233;3,82E-02;0,122989629;1,94E-01;0,155604278
0,025839984;0,037441802;0,008846059;0,725527909;0,181896369;0,046287861;1,048534415;0,00171277;1228,934939;0,130930301;0,031200138;;;7,995;0,489280519;3,82E-02;0,122979734;1,94E-01;0,155623549
0,02587958;0,037475094;0,008853995;0,725461635;0,181880187;0,046329089;1,048579745;0,001715382;1228,893332;0,130793748;0,031168105;;;8,005;0,489241858;3,83E-02;0,122969852;1,94E-01;0,155642792
0,025919175;0,037508348;0,008861923;0,725395435;0,181864022;0,046370271;1,048625027;0,001717994;1228,851768;0,130657468;0,031136135;;;8,015;0,489203252;3,83E-02;0,122959984;1,94E-01;0,155662009
0,02595877;0,037541565;0,008869842;0,72532931;0,181847876;0,046411407;1,048670262;0,001720607;1228,810246;0,130521462;0,03110423;;;8,025;0,4891647;3,83E-02;0,122950129;1,94E-01;0,155681198
0,025998366;0,037574744;0,008877753;0,725263259;0,181831748;0,046452496;1,048715451;0,001723219;1228,768767;0,130385728;0,031072387;;;8,035;0,489126201;3,83E-02;0,122940289;1,94E-01;0,155700361
0,026037961;0,037607886;0,008885654;0,725197283;0,181815638;0,04649354;1,048760592;0,001725831;1228,72733;0,130250265;0,031040608;;;8,045;0,489087757;3,83E-02;0,122930462;1,94E-01;0,155719497
0,026077557;0,03764099;0,008893547;0,72513138;0,181799546;0,046534537;1,048805687;0,001728443;1228,685935;0,130115072;0,031008892;;;8,055;0,489049366;3,83E-02;0,122920648;1,94E-01;0,155738606
0,026117152;0,037674058;0,008901431;0,725065552;0,181783471;0,046575489;1,048850736;0,001731056;1228,644583;0,129980149;0,030977238;;;8,065;0,489011028;3,83E-02;0,122910848;1,94E-01;0,155757689
0,026156748;0,037707088;0,008909306;0,724999797;0,181767415;0,046616394;1,048895737;0,001733668;1228,603272;0,129845496;0,030945647;;;8,075;0,488972744;3,83E-02;0,122901062;1,94E-01;0,155776745
0,026196343;0,037740081;0,008917173;0,724934115;0,181751376;0,046657254;1,048940693;0,00173628;1228,562004;0,12971111;0,030914118;;;8,085;0,488934513;3,83E-02;0,122891289;1,94E-01;0,155795774
0,026235939;0,037773038;0,008925031;0,724868508;0,181735355;0,046698069;1,048985602;0,001738892;1228,520778;0,129576992;0,030882652;;;8,095;0,488896335;3,83E-02;0,12288153;1,94E-01;0,155814777
0,026275534;0,037805957;0,00893288;0,724802973;0,181719352;0,046738837;1,049030464;0,001741504;1228,479593;0,12944314;0,030851247;;;8,105;0,48885821;3,83E-02;0,122871784;1,94E-01;0,155833754
0,026315129;0,03783884;0,008940721;0,724737512;0,181703367;0,046779561;1,049075281;0,001744116;1228,43845;0,129309554;0,030819905;;;8,115;0,488820138;3,83E-02;0,122862051;1,94E-01;0,155852704
0,026354725;0,037871686;0,008948553;0,724672123;0,181687399;0,046820239;1,049120051;0,001746728;1228,397349;0,129176234;0,030788624;;;8,125;0,488782118;3,83E-02;0,122852332;1,94E-01;0,155871629
0,02639432;0,037904495;0,008956376;0,724606808;0,181671449;0,046860872;1,049164776;0,00174934;1228,35629;0,129043177;0,030757404;;;8,135;0,488744151;3,83E-02;0,122842626;1,94E-01;0,155890526
0,026433916;0,037937268;0,008964191;0,724541565;0,181655517;0,046901459;1,049209455;0,001751952;1228,315272;0,128910384;0,030726246;;;8,145;0,488706236;3,83E-02;0,122832933;1,94E-01;0,155909398
0,026473511;0,037970004;0,008971998;0,724476394;0,181639602;0,046942002;1,049254087;0,001754564;1228,274296;0,128777854;0,030695149;;;8,155;0,488668373;3,83E-02;0,122823254;1,94E-01;0,155928244
0,026513107;0,038002704;0,008979795;0,724411296;0,181623705;0,0469825;1,049298674;0,001757176;1228,233361;0,128645585;0,030664113;;;8,165;0,488630562;3,83E-02;0,122813588;1,94E-01;0,155947064
0,026552702;0,038035368;0,008987585;0,72434627;0,181607825;0,047022952;1,049343216;0,001759788;1228,192467;0,128513578;0,030633138;;;8,175;0,488592804;3,83E-02;0,122803935;1,94E-01;0,155965858
0,026592298;0,038067995;0,008995365;0,724281317;0,181591963;0,04706336;1,049387712;0,0017624;1228,151615;0,128381831;0,030602223;;;8,185;0,488555097;3,83E-02;0,122794295;1,94E-01;0,155984626
0,026631893;0,038100586;0,009003137;0,724216435;0,181576118;0,047103724;1,049432163;0,001765012;1228,110803;0,128250344;0,030571369;;;8,195;0,488517442;3,83E-02;0,122784668;1,94E-01;0,156003369
0,026671488;0,038133141;0,009010901;0,724151625;0,18156029;0,047144042;1,049476568;0,001767624;1228,070033;0,128119116;0,030540575;;;8,205;0,488479838;3,84E-02;0,122775054;1,94E-01;0,156022086
0,026711084;0,03816566;0,009018656;0,724086886;0,18154448;0,047184317;1,049520928;0,001770236;1228,029304;0,127988146;0,030509841;;;8,215;0,488442286;3,84E-02;0,122765454;1,94E-01;0,156040777
0,026750679;0,038198143;0,009026403;0,72402222;0,181528688;0,047224546;1,049565243;0,001772848;1227,988615;0,127857433;0,030479166;;;8,225;0,488404785;3,84E-02;0,122755866;1,94E-01;0,156059442
0,026790275;0,03823059;0,009034142;0,723957624;0,181512912;0,047264732;1,049609512;0,001775459;1227,947968;0,127726977;0,030448552;;;8,235;0,488367335;3,84E-02;0,122746291;1,94E-01;0,156078082
0,02682987;0,038263002;0,009041872;0,7238931;0,181497154;0,047304873;1,049653737;0,001778071;1227,907361;0,127596777;0,030417997;;;8,245;0,488329936;3,84E-02;0,12273673;1,94E-01;0,156096697
0,026869466;0,038295377;0,009049593;0,723828646;0,181481413;0,04734497;1,049697917;0,001780683;1227,866794;0,127466832;0,030387502;;;8,255;0,488292588;3,84E-02;0,122727181;1,94E-01;0,156115286
0,026909061;0,038327717;0,009057306;0,723764264;0,181465689;0,047385024;1,049742052;0,001783295;1227,826269;0,127337141;0,030357065;;;8,265;0,48825529;3,84E-02;0,122717645;1,95E-01;0,15613385
0,026948656;0,038360022;0,009065011;0,723699952;0,181449982;0,047425033;1,049786142;0,001785906;1227,785784;0,127207704;0,030326688;;;8,275;0,488218044;3,84E-02;0,122708122;1,95E-01;0,156152389
0,026988252;0,03839229;0,009072708;0,723635711;0,181434293;0,047464998;1,049830188;0,001788518;1227,745339;0,12707852;0,03029637;;;8,285;0,488180848;3,84E-02;0,122698612;1,95E-01;0,156170903
0,027027847;0,038424524;0,009080396;0,723571541;0,18141862;0,04750492;1,049874189;0,00179113;1227,704935;0,126949588;0,03026611;;;8,295;0,488143702;3,84E-02;0,122689114;1,95E-01;0,156189391
0,027067443;0,038456722;0,009088076;0,72350744;0,181402965;0,047544797;1,049918145;0,001793741;1227,66457;0,126820908;0,030235909;;;8,305;0,488106606;3,84E-02;0,122679629;1,95E-01;0,156207855
0,027107038;0,038488884;0,009095747;0,72344341;0,181387327;0,047584632;1,049962058;0,001796353;1227,624247;0,126692478;0,030205766;;;8,315;0,48806956;3,84E-02;0,122670157;1,95E-01;0,156226293
0,027146634;0,038521012;0,00910341;0,72337945;0,181371705;0,047624422;1,050005926;0,001798964;1227,583963;0,126564299;0,030175682;;;8,325;0,488032565;3,84E-02;0,122660698;1,95E-01;0,156244707
0,027186229;0,038553104;0,009111065;0,72331556;0,181356101;0,04766417;1,050049749;0,001801576;1227,543719;0,126436368;0,030145655;;;8,335;0,487995619;3,84E-02;0,122651251;1,95E-01;0,156263095
0,027225825;0,038585161;0,009118712;0,72325174;0,181340513;0,047703874;1,050093529;0,001804188;1227,503515;0,126308687;0,030115686;;;8,345;0,487958723;3,84E-02;0,122641817;1,95E-01;0,156281459
0,02726542;0,038617184;0,009126351;0,723187989;0,181324942;0,047743534;1,050137265;0,001806799;1227,463351;0,126181253;0,030085775;;;8,355;0,487921877;3,84E-02;0,122632395;1,95E-01;0,156299799
0,027305015;0,038649171;0,009133981;0,723124308;0,181309389;0,047783152;1,050180956;0,001809411;1227,423227;0,126054066;0,030055922;;;8,365;0,48788508;3,84E-02;0,122622986;1,95E-01;0,156318113
0,027344611;0,038681123;0,009141603;0,723060696;0,181293852;0,047822726;1,050224604;0,001812022;1227,383143;0,125927126;0,030026126;;;8,375;0,487848332;3,84E-02;0,12261359;1,95E-01;0,156336403
0,027384206;0,038713041;0,009149217;0,722997153;0,181278331;0,047862258;1,050268208;0,001814634;1227,343098;0,125800432;0,029996387;;;8,385;0,487811633;3,84E-02;0,122604206;1,95E-01;0,156354669
0,027423802;0,038744924;0,009156823;0,722933679;0,181262828;0,047901747;1,050311768;0,001817245;1227,303093;0,125673983;0,029966705;;;8,395;0,487774984;3,84E-02;0,122594834;1,95E-01;0,15637291
0,027463397;0,038776772;0,009164421;0,722870274;0,181247341;0,047941193;1,050355285;0,001819856;1227,263127;0,125547778;0,02993708;;;8,405;0,487738384;3,84E-02;0,122585475;1,95E-01;0,156391127
0,027502993;0,038808586;0,00917201;0,722806938;0,181231871;0,047980596;1,050398758;0,001822468;1227,223201;0,125421816;0,029907512;;;8,415;0,487701832;3,85E-02;0,122576128;1,95E-01;0,156409319
0,027542588;0,038840365;0,009179592;0,722743671;0,181216417;0,048019956;1,050442188;0,001825079;1227,183314;0,125296098;0,029878;;;8,425;0,487665329;3,85E-02;0,122566794;1,95E-01;0,156427487
0,027582184;0,038872109;0,009187165;0,722680472;0,18120098;0,048059274;1,050485574;0,00182769;1227,143466;0,125170622;0,029848544;;;8,435;0,487628875;3,85E-02;0,122557472;1,95E-01;0,156445631
0,027621779;0,038903819;0,00919473;0,722617341;0,18118556;0,04809855;1,050528917;0,001830302;1227,103658;0,125045387;0,029819145;;;8,445;0,487592469;3,85E-02;0,122548162;1,95E-01;0,15646375
0,027661374;0,038935495;0,009202287;0,722554279;0,181170156;0,048137783;1,050572217;0,001832913;1227,063888;0,124920394;0,029789802;;;8,455;0,487556111;3,85E-02;0,122538865;1,95E-01;0,156481846
0,02770097;0,038967137;0,009209836;0,722491284;0,181154769;0,048176973;1,050615474;0,001835524;1227,024158;0,12479564;0,029760515;;;8,465;0,487519802;3,85E-02;0,12252958;1,95E-01;0,156499917
0,027740565;0,038998745;0,009217378;0,722428358;0,181139398;0,048216122;1,050658688;0,001838135;1226,984467;0,124671126;0,029731284;;;8,475;0,487483541;3,85E-02;0,122520307;1,95E-01;0,156517965
0,027780161;0,039030318;0,009224911;0,722365499;0,181124044;0,048255229;1,050701858;0,001840747;1226,944814;0,124546851;0,029702108;;;8,485;0,487447327;3,85E-02;0,122511046;1,95E-01;0,156535988
0,027819756;0,039061857;0,009232436;0,722302708;0,181108706;0,048294293;1,050744986;0,001843358;1226,905201;0,124422814;0,029672988;;;8,495;0,487411162;3,85E-02;0,122501797;1,95E-01;0,156553988
0,027859352;0,039093363;0,009239953;0,722239985;0,181093384;0,048333316;1,050788071;0,001845969;1226,865626;0,124299015;0,029643923;;;8,505;0,487375044;3,85E-02;0,12249256;1,95E-01;0,156571964
0,027898947;0,039124834;0,009247462;0,722177329;0,181078079;0,048372296;1,050831114;0,00184858;1226,82609;0,124175452;0,029614913;;;8,515;0,487338974;3,85E-02;0,122483336;1,95E-01;0,156589916
0,027938542;0,039156272;0,009254963;0,72211474;0,18106279;0,048411235;1,050874114;0,001851191;1226,786592;0,124052126;0,029585958;;;8,525;0,487302952;3,85E-02;0,122474123;1,95E-01;0,156607845
0,027978138;0,039187676;0,009262456;0,722052219;0,181047517;0,048450132;1,050917071;0,001853802;1226,747133;0,123929035;0,029557058;;;8,535;0,487266977;3,85E-02;0,122464923;1,95E-01;0,15662575
0,028017733;0,039219046;0,009269942;0,721989764;0,181032261;0,048488988;1,050959986;0,001856414;1226,707713;0,123806179;0,029528212;;;8,545;0,487231049;3,85E-02;0,122455735;1,95E-01;0,156643631
0,028057329;0,039250382;0,009277419;0,721927376;0,18101702;0,048527802;1,051002858;0,001859025;1226,668331;0,123683557;0,029499421;;;8,555;0,487195168;3,85E-02;0,122446558;1,95E-01;0,156661489
0,028096924;0,039281685;0,009284889;0,721865055;0,181001796;0,048566574;1,051045688;0,001861636;1226,628987;0,123561168;0,029470685;;;8,565;0,487159334;3,85E-02;0,122437394;1,95E-01;0,156679324
0,02813652;0,039312955;0,00929235;0,721802801;0,180986589;0,048605305;1,051088476;0,001864247;1226,589681;0,123439013;0,029442002;;;8,575;0,487123547;3,85E-02;0,122428241;1,95E-01;0,156697135
0,028176115;0,039344191;0,009299804;0,721740613;0,180971397;0,048643995;1,051131222;0,001866858;1226,550414;0,123317089;0,029413374;;;8,585;0,487087807;3,85E-02;0,1224191;1,95E-01;0,156714922
0,028215711;0,039375394;0,00930725;0,721678491;0,180956221;0,048682644;1,051173926;0,001869469;1226,511184;0,123195397;0,0293848;;;8,595;0,487052114;3,85E-02;0,122409971;1,95E-01;0,156732687
0,028255306;0,039406563;0,009314688;0,721616436;0,180941061;0,048721251;1,051216588;0,00187208;1226,471993;0,123073936;0,029356279;;;8,605;0,487016467;3,85E-02;0,122400854;1,95E-01;0,156750428
0,028294901;0,039437699;0,009322119;0,721554447;0,180925918;0,048759818;1,051259207;0,00187469;1226,43284;0,122952705;0,029327812;;;8,615;0,486980867;3,85E-02;0,122391749;1,95E-01;0,156768146
0,028334497;0,039468802;0,009329541;0,721492523;0,18091079;0,048798343;1,051301786;0,001877301;1226,393724;0,122831704;0,029299399;;;8,625;0,486945313;3,86E-02;0,122382655;1,95E-01;0,156785841
0,028374092;0,039499872;0,009336956;0,721430666;0,180895678;0,048836828;1,051344322;0,001879912;1226,354647;0,122710931;0,029271038;;;8,635;0,486909805;3,86E-02;0,122373574;1,95E-01;0,156803513
0,028413688;0,039530909;0,009344363;0,721368874;0,180880583;0,048875272;1,051386816;0,001882523;1226,315607;0,122590387;0,029242731;;;8,645;0,486874343;3,86E-02;0,122364503;1,95E-01;0,156821162
0,028453283;0,039561913;0,009351762;0,721307147;0,180865503;0,048913675;1,05142927;0,001885134;1226,276604;0,122470071;0,029214477;;;8,655;0,486838927;3,86E-02;0,122355445;1,95E-01;0,156838788
0,028492879;0,039592884;0,009359154;0,721245486;0,180850439;0,048952037;1,051471681;0,001887745;1226,23764;0,122349981;0,029186276;;;8,665;0,486803558;3,86E-02;0,122346398;1,95E-01;0,156856392
0,028532474;0,039623822;0,009366538;0,721183891;0,180835391;0,048990359;1,051514051;0,001890355;1226,198713;0,122230118;0,029158127;;;8,675;0,486768233;3,86E-02;0,122337363;1,95E-01;0,156873972
0,02857207;0,039654727;0,009373914;0,72112236;0,180820358;0,049028641;1,05155638;0,001892966;1226,159823;0,122110481;0,029130032;;;8,685;0,486732955;3,86E-02;0,12232834;1,95E-01;0,15689153
0,028611665;0,0396856;0,009381282;0,721060895;0,180805342;0,049066882;1,051598668;0,001895577;1226,120971;0,121991069;0,029101988;;;8,695;0,486697722;3,86E-02;0,122319327;1,95E-01;0,156909065
0,02865126;0,03971644;0,009388643;0,720999494;0,180790341;0,049105083;1,051640914;0,001898188;1226,082156;0,121871881;0,029073997;;;8,705;0,486662535;3,86E-02;0,122310327;1,96E-01;0,156926577
0,028690856;0,039747247;0,009395996;0,720938158;0,180775356;0,049143243;1,051683119;0,001900798;1226,043378;0,121752918;0,029046058;;;8,715;0,486627392;3,86E-02;0,122301338;1,96E-01;0,156944067
