l [m],C3H8,C2H4,H2,C2H6,C3H6,FLMOL [kgmol/hr],t [s],T [K],2,3
3.00499999999978,0.14514197159439066,0.03540776594038366,0.5104182383777887,0.1284822865526617,0.18054973753477546,1.2203303187573789,0.19608806074306878,1066.427467921635,0.0012597170129501933,0.00032081819109946015
3.00599999999978,0.14514793731680847,0.0354092995102108,0.5104062732215747,0.12847925312438552,0.18055723682702043,1.2203414868512437,0.19615338725678086,1066.4165531000112,0.0012592680508453388,0.00032070534839063634
3.00699999999978,0.1451539008033767,0.035410832513961724,0.5103943125427511,0.12847622082257076,0.18056473331733963,1.2203526509767264,0.1962187138412636,1066.4056421058774,0.0012588193974468794,0.0003205925827261308
3.0079999999997797,0.14515986205567716,0.03541236495203367,0.5103823563381528,0.12847318964642435,0.180572227007712,1.2203638111365511,0.19628404049650738,1066.3947349366244,0.0012583710524404403,0.0003204798940278612
3.0089999999997796,0.14516582107528986,0.03541389682482346,0.510370404604618,0.12847015959515404,0.1805797179001145,1.2203749673334392,0.19634936722250257,1066.383831589646,0.001257923015512082,0.00032036728221785613
3.0099999999997795,0.14517177786379337,0.03541542813272752,0.5103584573389884,0.12846713066796847,0.18058720599652212,1.2203861195701087,0.1964146940192395,1066.3729320623384,0.001257475286348269,0.00032025474721824595
3.0109999999997794,0.1451777324227645,0.03541695887614188,0.510346514538109,0.128464102864077,0.18059469129890762,1.2203972678492752,0.19648002088670855,1066.3620363521004,0.0012570278646359164,0.0003201422889512713
3.0119999999997793,0.14518368475377846,0.035418489055462125,0.5103345761988277,0.12846107618268993,0.18060217380924184,1.2204084121736516,0.19654534782490007,1066.3511444563335,0.0012565807500623347,0.0003200299073392705
3.012999999999779,0.14518963485840883,0.03542001867108346,0.510322642317996,0.12845805062301827,0.18060965352949354,1.2204195525459482,0.19661067483380443,1066.340256372442,0.0012561339423152588,0.0003199176023046876
3.013999999999779,0.14519558273822752,0.03542154772340067,0.5103107128924685,0.12845502618427385,0.18061713046162942,1.2204306889688719,0.19667600191341197,1066.3293720978324,0.001255687441082867,0.0003198053737700742
3.014999999999779,0.14520152839480485,0.03542307621280814,0.5102987879191034,0.12845200286566943,0.18062460460761423,1.2204418214451276,0.19674132906371308,1066.3184916299144,0.0012552412460537297,0.0003196932216580835
3.015999999999779,0.1452074718297095,0.03542460413969984,0.5102868673947615,0.12844898066641844,0.18063207596941058,1.2204529499774173,0.1968066562846981,1066.3076149660997,0.0012547953569168662,0.00031958114589147207
3.0169999999997787,0.14521341304450858,0.035426131504469355,0.5102749513163076,0.12844595958573524,0.1806395445489792,1.2204640745684392,0.1968719835763574,1066.296742103803,0.001254349773361669,0.000319469146393099
3.0179999999997786,0.14521935204076747,0.03542765830750983,0.5102630396806093,0.1284429396228349,0.18064701034827857,1.2204751952208903,0.19693731093868136,1066.2858730404414,0.0012539044950779965,0.0003193572230859268
3.0189999999997785,0.14522528882004995,0.03542918454921404,0.5102511324845372,0.12843992077693334,0.1806544733692653,1.2204863119374645,0.19700263837166032,1066.275007773435,0.001253459521756105,0.0003192453758930271
3.0199999999997784,0.1452312233839183,0.03543071022997433,0.510239229724966,0.12843690304724734,0.18066193361389393,1.220497424720852,0.19706796587528466,1066.264146300206,0.0012530148530866445,0.00031913360473756545
3.0209999999997783,0.14523715573393306,0.035432235350182646,0.5102273313987729,0.12843388643299442,0.180669391084117,1.2205085335737411,0.19713329344954478,1066.2532886181796,0.001252570488760727,0.0003190219095428147
3.021999999999778,0.14524308587165313,0.035433759910230546,0.5102154375028384,0.12843087093339292,0.18067684578188498,1.2205196384988177,0.197198621094431,1066.2424347247832,0.0012521264284698446,0.0003189102902321539
3.022999999999778,0.14524901379863592,0.035435283910509166,0.5102035480340463,0.128427856547662,0.1806842977091464,1.2205307394987641,0.19726394880993373,1066.231584617447,0.0012516826719059053,0.00031879874672905816
3.023999999999778,0.1452549395164372,0.03543680735140926,0.5101916629892841,0.12842484327502168,0.18069174686784778,1.2205418365762604,0.1973292765960433,1066.220738293604,0.0012512392187612354,0.0003186872789571087
3.024999999999778,0.14526086302661104,0.03543833023332115,0.5101797823654417,0.12842183111469266,0.18069919325993355,1.2205529297339839,0.19739460445275012,1066.2098957506894,0.0012507960687285899,0.000318575886839987
3.0259999999997778,0.14526678433070997,0.035439852556634795,0.5101679061594127,0.12841882006589647,0.18070663688734614,1.2205640189746092,0.19745993238004456,1066.1990569861414,0.0012503532215011178,0.000318464570301476
3.0269999999997776,0.14527270343028492,0.03544137432173973,0.5101560343680938,0.12841581012785555,0.18071407775202605,1.2205751043008082,0.19752526037791698,1066.1882219974002,0.0012499106767723922,0.00031835332926546657
3.0279999999997775,0.1452786203268852,0.03544289552902509,0.5101441669883848,0.12841280129979304,0.1807215158559117,1.22058618571525,0.19759058844635777,1066.1773907819093,0.0012494684342363722,0.00031824216365594106
3.0289999999997774,0.1452845350220586,0.03544441617887962,0.5101323040171891,0.1284097935809329,0.1807289512009396,1.220597263220601,0.19765591658535728,1066.166563337114,0.0012490264935874579,0.0003181310733969934
3.0299999999997773,0.14529044751735118,0.03544593627169166,0.510120445451413,0.12840678697049995,0.18073638378904422,1.220608336819525,0.1977212447949059,1066.1557396604628,0.0012485848545204332,0.00031802005841281275
3.030999999999777,0.14529635781430747,0.035447455807849144,0.5101085912879657,0.1284037814677197,0.180743813622158,1.2206194065146836,0.19778657307499403,1066.1449197494064,0.0012481435167305131,0.00031790911862768857
3.031999999999777,0.1453022659144704,0.035448974787739625,0.5100967415237601,0.12840077707181852,0.18075124070221138,1.2206304723087347,0.19785190142561204,1066.1341036013985,0.0012477024799133047,0.0003177982539660166
3.032999999999777,0.14530817181938135,0.03545049321175025,0.510084896155712,0.12839777378202358,0.18075866503113297,1.2206415342043342,0.1979172298467503,1066.1232912138946,0.0012472617437648366,0.0003176874643522885
3.033999999999777,0.14531407553058007,0.03545201108026777,0.5100730551807402,0.12839477159756282,0.1807660866108492,1.2206525922041351,0.1979825583383992,1066.1124825843533,0.0012468213079815259,0.0003175767497110988
3.0349999999997768,0.1453199770496047,0.03545352839367853,0.5100612185957671,0.12839177051766495,0.18077350544328458,1.2206636463107876,0.1980478869005491,1066.1016777102357,0.0012463811722601954,0.0003174661099671431
3.0359999999997767,0.14532587637799188,0.03545504515236852,0.5100493863977184,0.1283887705415596,0.18078092153036174,1.2206746965269395,0.19811321553319045,1066.0908765890053,0.001245941336298099,0.0003173555450452122
3.0369999999997765,0.14533177351727655,0.03545656135672326,0.5100375585835222,0.12838577166847695,0.1807883348740012,1.2206857428552362,0.19817854423631356,1066.0800792181285,0.0012455017997928671,0.00031724505487020676
3.0379999999997764,0.14533766846899218,0.03545807700712795,0.5100257351501103,0.1283827738976482,0.1807957454761215,1.22069678529832,0.19824387300990887,1066.0692855950738,0.0012450625624425612,0.00031713463936712056
3.0389999999997763,0.1453435612346706,0.03545959210396735,0.5100139160944176,0.1283797772283052,0.1808031533386393,1.22070782385883,0.19830920185396672,1066.0584957173123,0.0012446236239456088,0.00031702429846104506
3.039999999999776,0.14534945181584208,0.03546110664762584,0.5100021014133821,0.1283767816596807,0.1808105584634693,1.2207188585394038,0.19837453076847755,1066.047709582318,0.0012441849840008855,0.00031691403207717865
3.040999999999776,0.14535534021403537,0.03546262063848742,0.5099902911039449,0.12837378719100814,0.18081796085252416,1.2207298893426755,0.19843985975343173,1066.036927187567,0.0012437466423076322,0.0003168038401408124
3.041999999999776,0.14536122643077756,0.03546413407693569,0.5099784851630504,0.1283707938215218,0.18082536050771458,1.220740916271277,0.19850518880881962,1066.0261485305382,0.0012433085985655093,0.0003166937225773419
3.042999999999776,0.14536711046759418,0.03546564696335383,0.509966683587646,0.12836780155045668,0.18083275743094934,1.2207519393278374,0.19857051793463165,1066.0153736087127,0.001242870852474568,0.0003165836793122572
3.0439999999997758,0.14537299232600925,0.035467159298124676,0.5099548863746821,0.12836481037704864,0.18084015162413528,1.220762958514983,0.19863584713085822,1066.0046024195744,0.0012424334037352608,0.00031647371027115033
3.0449999999997757,0.14537887200754523,0.03546867108163065,0.5099430935211127,0.1283618203005343,0.1808475430891772,1.2207739738353378,0.1987011763974897,1065.99383496061,0.00124199625204844,0.0003163638153797123
3.0459999999997756,0.14538474951372293,0.035470182314253765,0.5099313050238943,0.12835883132015102,0.18085493182797802,1.2207849852915231,0.19876650573451646,1065.983071229308,0.0012415593971153722,0.00031625399456373097
3.0469999999997754,0.1453906248460617,0.03547169299637567,0.509919520879987,0.12835584343513698,0.18086231784243867,1.2207959928861571,0.19883183514192895,1065.97231122316,0.0012411228386377073,0.0003161442477490955
3.0479999999997753,0.14539649800607923,0.035473203128377616,0.509907741086354,0.12835285664473112,0.1808697011344582,1.2208069966218562,0.19889716461971754,1065.9615549396597,0.0012406865763174833,0.00031603457486178673
3.0489999999997752,0.14540236899529177,0.03547471271064047,0.5098959656399611,0.12834987094817316,0.18087708170593356,1.2208179965012333,0.19896249416787265,1065.9508023763037,0.001240250609857153,0.0003159249758278937
3.049999999999775,0.1454082378152139,0.03547622174354471,0.5098841945377778,0.12834688634470365,0.18088445955875992,1.2208289925268991,0.19902782378638464,1065.9400535305908,0.0012398149389595576,0.00031581545057359693
3.050999999999775,0.14541410446735878,0.03547773022747043,0.5098724277767765,0.12834390283356387,0.1808918346948305,1.2208399847014617,0.19909315347524395,1065.9293084000224,0.0012393795633279339,0.00031570599902517514
3.051999999999775,0.14541996895323786,0.035479238162797314,0.5098606653539327,0.12834092041399578,0.18089920711603644,1.2208509730275268,0.19915848323444096,1065.9185669821022,0.0012389444826659073,0.0003155966211090058
3.052999999999775,0.14542583127436112,0.03548074554990467,0.5098489072662248,0.12833793908524227,0.18090657682426706,1.220861957507697,0.19922381306396608,1065.907829274337,0.0012385096966775052,0.0003154873167515621
3.0539999999997747,0.1454316914322371,0.03548225238917145,0.5098371535106347,0.12833495884654697,0.18091394382140982,1.2208729381445722,0.19928914296380973,1065.8970952742354,0.0012380752050671587,0.0003153780858794191
3.0549999999997746,0.14543754942837261,0.035483758680976175,0.509825404084147,0.12833197969715418,0.18092130810935003,1.2208839149407509,0.19935447293396227,1065.8863649793088,0.0012376410075396688,0.0003152689284192463
3.0559999999997745,0.145443405264273,0.035485264425697,0.5098136589837496,0.1283290016363091,0.18092866968997123,1.2208948878988273,0.19941980297441414,1065.875638387071,0.001237207103800235,0.0003151598442978075
3.0569999999997743,0.1454492589414421,0.035486769623711716,0.5098019182064334,0.1283260246632576,0.1809360285651551,1.220905857021394,0.19948513308515575,1065.864915495038,0.0012367734935544543,0.0003150508334419676
3.0579999999997742,0.14545511046138224,0.035488274275397705,0.5097901817491924,0.1283230487772464,0.1809433847367812,1.2209168223110407,0.1995504632661775,1065.8541963007292,0.0012363401765083221,0.00031494189577868366
3.058999999999774,0.1454609598255941,0.035489778381131966,0.5097784496090237,0.12832007397752293,0.18095073820672733,1.2209277837703552,0.1996157935174698,1065.8434808016655,0.0012359071523681993,0.0003148330312350169
3.059999999999774,0.14546680703557688,0.03549128194129111,0.5097667217829273,0.12831710026333537,0.18095808897686924,1.2209387414019215,0.19968112383902306,1065.8327689953708,0.0012354744208408568,0.0003147242397381169
3.060999999999774,0.1454726520928283,0.0354927849562514,0.5097549982679066,0.1283141276339328,0.18096543704908097,1.2209496952083219,0.1997464542308277,1065.822060879371,0.0012350419816334647,0.0003146155212152347
