l,"""Cl2 + Propene --> AllylCl + HCl"" rate","""Cl2 + Propene --> 12-ClC3"" rate",HCl,Propene,Cl2,AllylCl,12-ClC3,FLMOL,T
5.479999999999928,0.0006717253810521298,0.0006563512234710512,0.01790399444375251,0.7732850861802582,0.1468523280522878,0.01790399444375251,0.04405459687994885,0.6005592376252138,587.254489193029
5.489999999999927,0.000674028300595313,0.0006559644342562345,0.017984716135164537,0.77318824157365,0.1467071147000909,0.017984716135164537,0.04413521145592996,0.6005128702316409,587.497537348611
5.499999999999927,0.0006763363293498736,0.0006555755680269002,0.01806572116306344,0.7730911207007021,0.14656164629199575,0.01806572116306344,0.044215790681175315,0.6004665303254021,587.7407494233499
5.509999999999927,0.0006786494576891161,0.0006551846214095203,0.018147010177842593,0.7729937229660248,0.14641592239762427,0.018147010177842593,0.0442963342806657,0.6004202180535514,587.9841255276397
5.519999999999927,0.0006809676757541567,0.0006547915910411402,0.018228583828770215,0.7728960477754674,0.1462699425881777,0.018228583828770215,0.04437684197881444,0.6003739335633803,588.2276657695987
5.5299999999999265,0.0006832909734519559,0.0006543964735695828,0.01831044276396023,0.7727980945361467,0.14612370643646444,0.01831044276396023,0.044457313499468507,0.6003276770024175,588.4713702550442
5.539999999999926,0.0006856193404533602,0.0006539992656536508,0.01839258763034287,0.7726998626564757,0.1459772135169288,0.01839258763034287,0.044537748565909745,0.6002814485184278,588.7152390874645
5.549999999999926,0.0006879527661911173,0.0006535999639633337,0.01847501907363505,0.7726013515461944,0.1458304634056795,0.01847501907363505,0.04461814690085608,0.6002352482594114,588.959272367992
5.559999999999926,0.0006902912398578942,0.0006531985651800129,0.01855773773831049,0.7725025606163973,0.1456834556805187,0.01855773773831049,0.04469850822646278,0.6001890763736031,589.203470195376
5.569999999999926,0.0006926347504042864,0.0006527950659966756,0.018640744267569558,0.7724034892795661,0.14553618992097092,0.018640744267569558,0.04477883226432373,0.6001429330094711,589.4478326659554
5.5799999999999255,0.0006949832865368137,0.0006523894631181216,0.01872403930330887,0.772304136949597,0.14538866570831244,0.01872403930330887,0.044859118735472665,0.6000968183157173,589.6923598736307
5.589999999999925,0.0006973368367159084,0.0006519817532611745,0.018807623486090677,0.7722045030418329,0.1452408826256011,0.018807623486090677,0.04493936736038463,0.6000507324412748,589.9370519098364
5.599999999999925,0.0006996953891539033,0.000651571933154903,0.018891497455111952,0.7721045869730933,0.14509284025770577,0.018891497455111952,0.04501957785897727,0.6000046755353089,590.1819088635128
5.609999999999925,0.0007020589318129985,0.000651159999540828,0.018975661848173207,0.772004388161705,0.1449445381913366,0.018975661848173207,0.04509974995061218,0.5999586477472145,590.4269308210779
